id|first_name|last_name|phone|addr1|addr2|city|state|zipcode|account|details1|amount1|details2|amount2|details3|amount3
687|Errick|Saker|602-878-9247|Jay|41 Parkside Terrace|Phoenix|AZ|85062|493696180867091668|Outdoors|7941.84|Books|382.46|Electronics|7639.17
688|Torre|Lavin|765-750-5145|Brentwood|6 Eggendart Way|Anderson|IN|46015|337941817821852|Industrial|3924.03|Health|31.32|Music|2371.58
689|Carter|Grigoryev|214-587-9847|Jenifer|31 Dexter Lane|Dallas|TX|75342|3567251228501654|Music|5702.41|Sports|1766.16|Garden|2236.94
690|Debbie|Lavrinov|508-353-9496|Utah|6 Artisan Avenue|New Bedford|MA|02745|5641820991810578|Games|4691.20|Home|5048.83|Books|6086.47
691|Harriett|Midson|727-435-9670|Westridge|2 Susan Plaza|Clearwater|FL|33763|3566404345208510|Kids|5377.54|Jewelry|7795.67|Games|9963.09
692|Jessie|Blackey|518-672-8574|Oak|356 Westerfield Plaza|Albany|NY|12210|3538351109583098|Grocery|9129.41|Music|7329.96|Sports|7600.59
693|Fabien|Vaneschi|901-276-3192|Green|93 Magdeline Way|Memphis|TN|38168|3536976783991498|Grocery|9537.79|Computers|8202.69|Books|7969.88
694|Jasmin|Fairholm|936-650-8052|Crescent Oaks|67 Homewood Place|Huntsville|TX|77343|4405972107763388|Movies|3543.87|Kids|4490.66|Jewelry|2650.00
695|Irwinn|Jeram|304-560-4382|Vahlen|13282 Northland Road|Huntington|WV|25721|3544107650608540|Shoes|445.21|Grocery|6785.68|Toys|8683.80
696|Dannie|Meade|716-997-1625|Weeping Birch|36001 Melody Court|Buffalo|NY|14233|3583899551368396|Games|4133.50|Health|3986.17|Electronics|7318.33
697|Felix|Kilgallon|763-985-2885|Burning Wood|27614 Saint Paul Drive|Monticello|MN|55565|3529710036183853|Baby|1760.54|Outdoors|2686.73|Sports|894.28
698|Wakefield|Dougal|321-908-7934|Arkansas|5 Dryden Place|Melbourne|FL|32941|3586804599171189|Industrial|7728.94|Jewelry|6960.44|Home|2320.74
699|Toby|Hanley|812-451-9639|Ridgeway|9 Ridgeview Lane|Terre Haute|IN|47805|3579237545296009|Kids|5688.73|Automotive|4446.66|Kids|3252.30
700|Hatti|Blythe|530-583-1845|Atwood|1171 Waubesa Lane|Sacramento|CA|95818|5641822982279456488|Garden|9738.46|Toys|1305.25|Music|2628.75
701|Malory|Yushmanov|413-468-7526|Roth|03185 Homewood Alley|Springfield|MA|01114|5602248269471567|Clothing|5454.16|Home|7317.43|Computers|1952.17
702|Elliot|Hasted|609-602-5436|Evergreen|58122 Kenwood Crossing|Trenton|NJ|08603|5318352382497312|Health|5489.09|Games|6363.93|Electronics|8800.10
703|Rochester|Howison|646-320-9496|Elgar|6 Express Pass|New York City|NY|10170|342049823321637|Kids|9993.56|Industrial|2757.18|Health|3631.79
704|Frederich|Dohmann|410-866-4382|Springview|1 Hazelcrest Way|Baltimore|MD|21229|3578069222549371|Sports|4805.72|Baby|930.92|Books|4967.63
705|Benson|Rayworth|559-624-6288|Bunting|0889 Golf Course Avenue|Fresno|CA|93750|5018931719063369|Movies|2187.18|Clothing|1959.12|Music|1193.31
706|Hallsy|Brewitt|502-382-9255|Holy Cross|01 Eliot Plaza|Louisville|KY|40210|4911686192860597|Automotive|6216.31|Clothing|9077.30|Beauty|7102.57
707|Linette|Veel|202-303-5595|Anderson|6 Sycamore Center|Washington|DC|20557|490304575996171754|Jewelry|8839.90|Games|8475.55|Computers|3326.11
708|Spike|Stonham|804-231-2241|Summit|0765 Killdeer Hill|Richmond|VA|23213|6759658906601254830|Games|147.48|Sports|4248.12|Outdoors|8163.48
709|Hershel|Prater|814-657-0525|Burning Wood|3148 Anniversary Way|Erie|PA|16522|3531049018362128|Books|7843.99|Grocery|8565.91|Baby|7605.99
710|Karolina|Gladdolph|304-762-4030|Cottonwood|0 Hollow Ridge Pass|Charleston|WV|25336|3537828898014873|Shoes|4248.18|Shoes|1984.45|Electronics|9616.46
711|Annie|Tomasi|352-421-3394|Dorton|20 Express Place|Brooksville|FL|34605|5048370912389475|Music|7077.62|Books|2663.27|Sports|1935.61
712|Dov|Darben|210-260-2216|Anniversary|4166 1st Circle|San Antonio|TX|78205|4041371829104239|Electronics|6032.16|Music|4893.23|Garden|1369.13
713|Devlin|Hubball|361-129-0893|Graceland|92 Hansons Lane|Corpus Christi|TX|78405|4041375038692|Industrial|8483.20|Sports|832.17|Movies|6645.63
714|Terese|Robottham|305-293-7940|Fairfield|6 Meadow Ridge Pass|Miami|FL|33180|676194133366416511|Kids|910.29|Outdoors|3844.10|Toys|7395.49
715|Dilly|McFeate|248-376-6555|Bartillon|8 Raven Court|Troy|MI|48098|3558264712439761|Grocery|8599.06|Grocery|6092.44|Music|1583.12
716|Pat|McCowen|305-327-3755|Hintze|2 Namekagon Court|Miami|FL|33142|4936285552385211|Books|2073.63|Toys|9944.16|Shoes|869.32
717|Damon|Redmain|917-855-3131|Ludington|7 Raven Crossing|New York City|NY|10019|3531687143408942|Beauty|6039.45|Clothing|2723.90|Computers|1546.54
718|Erny|Glascott|313-147-7239|Weeping Birch|52030 Lakewood Gardens Court|Detroit|MI|48224|201469967294111|Games|6421.36|Outdoors|1921.84|Music|3049.21
719|Mozes|Slide|304-459-2166|Bunker Hill|535 Green Place|Huntington|WV|25711|3564975511528247|Beauty|4489.98|Baby|2926.41|Health|9569.91
720|Cesya|Aksell|423-940-3868|Kingsford|778 Canary Circle|Johnson City|TN|37605|5020012695995473135|Computers|3094.87|Outdoors|1210.26|Shoes|3499.53
721|Elane|Stiddard|801-854-7828|Sycamore|4 Sutteridge Plaza|Sandy|UT|84093|30285081428105|Baby|6923.17|Toys|8357.05|Shoes|8179.32
722|Gusella|Dietzler|904-660-8971|Hoepker|661 Longview Road|Jacksonville|FL|32220|5224304018895800|Sports|4510.75|Outdoors|1325.35|Toys|3879.73
723|Emylee|Clerc|406-286-9422|Glendale|02338 Mariners Cove Terrace|Missoula|MT|59806|5007666460580921|Jewelry|9134.75|Electronics|1673.20|Electronics|4798.80
724|Trstram|Manns|979-925-1481|Gerald|6434 Service Drive|Houston|TX|77040|3560937409745477|Grocery|2100.18|Jewelry|1273.17|Tools|5164.70
725|Atlanta|McCurtain|319-788-8177|Paget|63 Independence Crossing|Iowa City|IA|52245|30562116546659|Jewelry|5498.54|Baby|1372.25|Kids|2775.48
726|Ker|Piatti|254-993-6010|Dennis|45 North Drive|Waco|TX|76705|4017952310480|Home|3323.99|Outdoors|5096.68|Books|7293.19
727|Sig|Gile|415-360-2462|Jay|9 Acker Place|San Francisco|CA|94147|3552720489405927|Movies|5124.02|Industrial|5831.77|Shoes|8934.86
728|Kerianne|Dearn|520-766-9109|Kenwood|639 Bayside Crossing|Tucson|AZ|85748|3563350807264934|Grocery|3504.01|Movies|4362.99|Games|2682.51
729|Estell|Curnick|336-516-8775|Birchwood|98553 Esch Drive|Winston Salem|NC|27116|3531159353159490|Outdoors|2602.80|Automotive|7633.31|Tools|2373.71
730|Minor|Vasin|202-960-5233|Swallow|87 David Road|Washington|DC|20073|3538411399473416|Outdoors|1522.11|Kids|2351.71|Books|9494.18
731|Romona|Luker|941-837-3719|Iowa|44749 Farwell Lane|Bonita Springs|FL|34135|3586370957456497|Computers|1093.22|Tools|3537.05|Home|1419.93
732|Corena|Confait|806-575-7625|Crescent Oaks|5 Springview Street|Amarillo|TX|79188|3552051677612821|Grocery|6443.13|Music|3162.11|Jewelry|2011.43
733|Lauren|Teenan|915-187-5918|Little Fleur|7 Truax Hill|El Paso|TX|79977|3540226697423954|Industrial|5078.82|Shoes|221.61|Baby|3182.58
734|Kleon|Dukesbury|919-175-4390|Buell|86 Hazelcrest Street|Raleigh|NC|27605|4903237229806623246|Garden|8816.06|Beauty|8850.85|Computers|9654.79
735|Ruby|Klimov|214-399-9925|Portage|556 Moulton Center|Dallas|TX|75323|3544776739267096|Beauty|8270.42|Computers|2663.63|Beauty|2049.27
736|Sam|Lake|860-203-5248|South|51936 Charing Cross Court|Hartford|CT|06120|5100176580598296|Shoes|7895.98|Tools|1274.65|Electronics|5974.21
737|Decca|Dorn|863-111-6515|Warbler|6152 Lakeland Hill|Lakeland|FL|33811|676726775120696098|Beauty|771.80|Garden|5416.59|Jewelry|3218.44
738|Agnella|Dobbing|719-690-6405|Ramsey|1687 Arrowood Crossing|Colorado Springs|CO|80945|5602220962851435142|Kids|1829.89|Baby|8767.07|Tools|2212.55
739|Rance|Fairholme|919-306-4367|Upham|287 Northwestern Drive|Raleigh|NC|27690|6379640137024843|Tools|1007.90|Shoes|2124.07|Kids|7903.86
740|Padgett|Mayo|786-499-9335|Warner|58963 Green Ridge Way|Miami|FL|33180|630472489577728718|Clothing|9166.27|Outdoors|7235.07|Beauty|1506.58
741|Clare|Jurczyk|816-331-4777|Montana|18 Lunder Junction|Kansas City|MO|64130|3561379134747008|Industrial|1543.33|Music|3481.45|Outdoors|5267.29
742|Lesly|Schimon|904-868-9098|Transport|20 Rusk Pass|Jacksonville|FL|32209|560222921729394306|Games|2215.51|Books|8784.31|Tools|2415.66
743|Town|Westpfel|770-756-6484|Goodland|254 Toban Crossing|Alpharetta|GA|30022|5602224638354602|Industrial|6198.56|Automotive|94.38|Electronics|4254.85
744|Tarah|Chedgey|808-529-3068|Goodland|65 Luster Center|Honolulu|HI|96850|3541574611279609|Home|1699.92|Shoes|7717.70|Clothing|4282.05
745|Roderick|Swadon|225-638-1338|Sommers|1 Towne Circle|Baton Rouge|LA|70883|3581495216804545|Kids|5338.40|Beauty|20.48|Tools|8749.46
746|Lorilee|Shellcross|615-471-5091|Golf Course|3 Vidon Way|Memphis|TN|38104|6759811028593095933|Music|9190.36|Sports|5206.81|Home|3812.84
747|Costa|Clubbe|571-957-8402|Spenser|328 Mariners Cove Plaza|Arlington|VA|22217|4041591838867431|Computers|3959.20|Movies|7567.59|Outdoors|2308.15
748|Sioux|Mc Caughen|701-678-3326|Springs|051 Veith Point|Bismarck|ND|58505|3577545483841574|Kids|6968.38|Electronics|6270.06|Garden|3961.99
749|Maegan|Petkov|307-733-6033|Sommers|7089 Paget Court|Cheyenne|WY|82007|3582229182525795|Computers|9814.99|Baby|4397.02|Beauty|5229.59
750|Marlane|Egle of Germany|713-697-3932|Harbort|7343 Kenwood Street|Houston|TX|77250|3567406940427253|Automotive|716.65|Baby|58.20|Baby|4175.45
751|Salim|Blazynski|202-588-7253|Memorial|7 Derek Pass|Washington|DC|20508|3549703075808171|Games|139.34|Clothing|2292.59|Jewelry|6402.15
752|Clerkclaude|Cornilli|806-588-1441|Golden Leaf|8408 Burrows Pass|Amarillo|TX|79176|5269855701401442|Movies|1590.89|Outdoors|6345.53|Clothing|1738.62
753|Sylvia|Ramsby|916-157-4986|Coolidge|8 Stang Center|Sacramento|CA|95833|30583019833671|Industrial|9864.06|Games|6881.78|Electronics|8238.53
754|Alys|Evennett|972-748-3037|Loftsgordon|09 Bonner Place|Dallas|TX|75221|5602236197523468|Books|2321.71|Sports|9073.16|Grocery|8499.08
755|Boone|Janusz|330-253-6366|Derek|129 Veith Point|Canton|OH|44710|3565683078538042|Baby|4536.08|Health|5759.94|Home|2714.50
756|Kirby|Presswell|520-208-4699|Sachtjen|6613 Cordelia Alley|Tucson|AZ|85754|6759908046669213580|Music|2978.71|Toys|7450.24|Games|5864.13
757|Rosalinde|Corcut|303-476-5777|Linden|1659 Mitchell Crossing|Boulder|CO|80310|5100141439757857|Books|7489.01|Automotive|6659.08|Sports|6695.13
758|Wanda|Mathouse|216-226-8284|Gale|8405 Prentice Center|Cleveland|OH|44111|36752239875879|Kids|1891.66|Jewelry|589.07|Music|1725.69
759|Aldrich|Monday|816-998-7688|Sommers|40579 Meadow Valley Court|Independence|MO|64054|3533001368922629|Music|5822.79|Clothing|1589.57|Toys|3104.05
760|Hugues|Brimicombe|212-238-7651|Shoshone|40 Del Mar Hill|New York City|NY|10115|6387387198275589|Home|3276.29|Clothing|1393.07|Jewelry|5235.54
761|Aron|Iliff|713-939-9251|Red Cloud|79446 Warrior Place|Houston|TX|77255|630426177927599411|Garden|2694.02|Toys|4725.82|Shoes|4781.08
762|Erin|Stanman|714-196-8106|Briar Crest|39 Dayton Lane|Anaheim|CA|92812|675937723650001971|Beauty|558.09|Toys|6688.85|Kids|4625.19
763|Bendicty|Mallion|915-394-0822|Clyde Gallagher|241 Alpine Circle|El Paso|TX|79984|30291390973096|Computers|71.17|Sports|9144.63|Industrial|8509.42
764|Jennilee|Bruce|765-171-6086|Mariners Cove|3023 Marcy Lane|Indianapolis|IN|46202|3551530051432550|Beauty|8759.45|Computers|2748.71|Jewelry|3495.93
765|Gibbie|Benterman|682-407-3268|Sauthoff|48 Glendale Parkway|Fort Worth|TX|76198|374622012714258|Beauty|2019.07|Shoes|3229.85|Home|105.89
766|Lonnard|Wingatt|323-674-0792|Green|9 Dottie Junction|Glendale|CA|91205|30140031376575|Jewelry|767.58|Health|8768.64|Sports|9964.94
767|Sonia|McGee|404-333-5357|High Crossing|8 Hoepker Court|Atlanta|GA|30336|5108757833799781|Games|3662.42|Music|4846.31|Books|8688.14
768|Bernardo|Redfearn|951-199-4116|Schlimgen|6 Summit Lane|Corona|CA|92883|3535946930167962|Clothing|9257.97|Tools|4249.45|Home|3524.56
769|Federico|Baggallay|518-386-1548|Shoshone|975 Maple Wood Court|Albany|NY|12255|5420792258804924|Industrial|7442.21|Tools|4052.34|Sports|7003.41
770|Brook|Merdew|704-631-8125|North|8 Springs Plaza|Charlotte|NC|28225|344542664576457|Grocery|7992.16|Tools|3780.37|Toys|9047.74
771|Virge|Tommaseo|913-859-8200|Northfield|68 Hermina Park|Shawnee Mission|KS|66276|3551756486300563|Electronics|1587.45|Baby|7462.22|Garden|8460.96
772|Jackquelin|Zecchinii|786-446-1024|Ludington|68151 Toban Crossing|Miami|FL|33164|5602228555084228771|Books|283.45|Movies|1307.26|Outdoors|8104.30
773|Orel|McAulay|412-332-2702|Wayridge|3 Hazelcrest Circle|Pittsburgh|PA|15250|3553054744757750|Books|6738.82|Movies|8205.07|Electronics|8128.37
774|Renata|Sproul|423-977-8241|Reinke|5363 Leroy Street|Kingsport|TN|37665|3571133326970375|Outdoors|9429.73|Health|9092.37|Sports|4843.02
775|Malena|Peal|323-536-7107|Melby|74 Scofield Circle|Los Angeles|CA|90076|5100171030766676|Grocery|9068.63|Games|4445.69|Health|5157.07
776|Domingo|Ellesworth|402-515-8003|Montana|7 Crownhardt Drive|Omaha|NE|68164|3551767672730737|Sports|9727.83|Automotive|5264.67|Garden|783.97
777|Ogdan|Ashtonhurst|254-355-4743|Oriole|42 Pawling Avenue|Temple|TX|76505|3587552152033200|Sports|6557.44|Sports|4093.90|Toys|6973.20
778|Cinnamon|Zoephel|253-700-5014|Chive|27 Upham Parkway|Tacoma|WA|98442|5018185561072475697|Clothing|1751.29|Kids|8456.91|Automotive|1953.69
779|Ertha|Strephan|260-343-4178|Merrick|95418 Ludington Trail|Fort Wayne|IN|46805|3542237641766966|Beauty|9621.80|Home|5030.41|Outdoors|1826.37
780|Filberto|Southway|339-680-5184|Gulseth|606 Luster Court|Woburn|MA|01813|3549578042272432|Jewelry|4362.04|Clothing|4982.97|Computers|8125.08
781|Ryon|Wilder|650-510-9409|Petterle|705 Linden Pass|Mountain View|CA|94042|5602215606790868|Beauty|5701.22|Outdoors|1353.38|Games|8581.71
782|Cointon|Bertelmot|512-826-4062|Redwing|9020 Jana Center|Austin|TX|78726|3552953359043706|Health|503.80|Garden|3139.51|Health|9513.46
783|Jo ann|Tedman|225-751-6904|East|580 Hollow Ridge Pass|Baton Rouge|LA|70883|490361535351068912|Outdoors|8491.70|Music|4936.70|Baby|8276.23
784|Laurette|Bereford|817-256-2853|Di Loreto|09 Fulton Drive|Denton|TX|76210|490539761684081540|Home|9476.88|Toys|9696.56|Clothing|2407.40
785|Talyah|Aldington|702-686-1058|Crescent Oaks|798 Schmedeman Point|Henderson|NV|89074|5018429183314570197|Kids|1480.09|Music|8156.45|Health|2846.45
786|Guthrey|Jotham|903-531-2320|Eastlawn|5 Kings Street|Dallas|TX|75226|201642648034748|Jewelry|7613.40|Grocery|2806.92|Garden|51.40
787|Gregory|Verni|517-919-8038|Northview|913 Steensland Drive|Lansing|MI|48912|3529850082928544|Garden|5508.26|Clothing|9051.68|Industrial|7914.84
788|Sheilah|Mallinson|915-909-3104|Schiller|89339 Memorial Street|El Paso|TX|88589|337941850368191|Garden|2729.63|Sports|710.26|Toys|1440.51
789|Adelina|Madison|314-893-5806|Lukken|2515 Shoshone Drive|Saint Louis|MO|63121|3569710901855768|Industrial|7312.64|Electronics|639.93|Electronics|8208.62
790|Aleda|Jinkinson|412-161-6652|Victoria|392 Nova Plaza|Pittsburgh|PA|15286|3557027232761738|Outdoors|220.97|Clothing|3308.89|Movies|2608.01
791|Pablo|Ash|508-760-2176|Rutledge|2 Grasskamp Hill|Brockton|MA|02305|30492759168738|Grocery|4939.90|Automotive|712.64|Music|6882.00
792|Orazio|Dudley|407-846-0204|Gale|23 Sage Trail|Orlando|FL|32819|503824188006282453|Home|927.44|Home|2196.93|Automotive|8392.05
793|Timothee|Aronowicz|303-191-4301|Autumn Leaf|35 Eastlawn Point|Denver|CO|80217|56022441208516007|Music|9412.06|Games|9603.19|Music|6343.99
794|Haley|Joyes|915-605-3701|Rusk|033 Laurel Center|El Paso|TX|88530|3553284977306328|Music|6156.14|Garden|4414.89|Garden|5529.28
795|Callie|Rockwell|602-283-2553|Monica|7 Westridge Parkway|Mesa|AZ|85205|5100148052845547|Games|8288.53|Health|5009.20|Garden|2971.45
796|Ralph|Fouracres|440-866-9789|Myrtle|9 Meadow Valley Center|Cleveland|OH|44177|3566011826031848|Shoes|9239.14|Music|5009.18|Automotive|9822.57
797|Glendon|Niessen|202-929-4895|American Ash|47724 Messerschmidt Junction|Washington|DC|56944|5602253751895356|Kids|6812.58|Computers|8229.66|Toys|7553.99
798|Cheston|Cordey|859-537-0369|Ilene|1 Eastwood Terrace|Lexington|KY|40596|6771190249282941|Grocery|1309.79|Games|707.10|Clothing|2539.08
799|Shirlene|Stuckey|440-667-5754|Hansons|0307 Merry Drive|Cleveland|OH|44125|3565555765213370|Health|933.20|Baby|3991.70|Jewelry|748.66
800|Rozella|Gipson|626-123-9897|Karstens|22197 5th Pass|Alhambra|CA|91841|3548499888759427|Automotive|2743.78|Home|6736.15|Jewelry|599.52
801|Juana|Pemberton|805-343-3594|Washington|368 Dennis Place|Oxnard|CA|93034|3579465526845029|Computers|9051.29|Music|8449.90|Computers|6848.08
802|Korella|Klimpt|757-915-6461|Stang|27 Evergreen Junction|Norfolk|VA|23504|3537358308996055|Toys|9304.26|Computers|1657.83|Health|9050.11
803|Berkley|Knappitt|517-117-0350|Village Green|0905 Shoshone Plaza|Lansing|MI|48901|4405950976382662|Books|2238.78|Automotive|4367.31|Automotive|7502.71
804|Eula|Tenniswood|404-678-8767|Meadow Ridge|1949 Sunnyside Junction|Decatur|GA|30033|3529018012477293|Computers|7169.64|Movies|2593.43|Health|1505.03
805|Marilin|Dorgan|972-710-7455|Surrey|2291 Northfield Terrace|Dallas|TX|75231|3571142402203031|Tools|2772.86|Electronics|3943.27|Health|710.89
806|Muriel|Addison|757-206-9697|Marquette|4 Bayside Avenue|Norfolk|VA|23551|4041592656961|Books|259.32|Home|2250.08|Toys|7042.70
807|Isa|Volkers|785-615-8314|North|29 International Court|Topeka|KS|66642|3556141916206737|Clothing|1601.82|Books|5345.56|Garden|7577.30
808|Yul|Frichley|202-860-6246|Fordem|26 Packers Crossing|Washington|DC|20557|5602245336852142|Jewelry|4562.90|Jewelry|8896.35|Computers|9672.81
809|Maryjane|McLaverty|720-619-2149|Waxwing|471 Nancy Park|Denver|CO|80235|3559045160601427|Games|3183.08|Computers|9595.20|Toys|3677.21
810|Thurston|Kellert|310-338-5781|Coolidge|53196 Gale Point|Inglewood|CA|90398|5002357120123717|Books|4434.44|Industrial|7754.28|Kids|2228.82
811|Brena|McCullogh|517-504-2965|Sutherland|797 West Street|Lansing|MI|48901|5100145883146269|Health|8273.99|Baby|6677.87|Outdoors|9507.80
812|Germain|Bogges|480-953-8597|Monica|7149 Waxwing Court|Mesa|AZ|85205|201953306316123|Books|4318.04|Electronics|9044.65|Home|5485.42
813|Stacee|Edinburough|254-694-0408|Onsgard|715 John Wall Road|Gatesville|TX|76598|3538122797648992|Books|2710.88|Grocery|1713.55|Kids|7623.53
814|Tallou|Fellon|651-890-7700|Muir|812 Sutherland Alley|Minneapolis|MN|55402|5018139724831842|Electronics|1218.64|Tools|5813.54|Electronics|7467.95
815|Hatti|Jiru|216-397-5788|Talmadge|3 Dunning Lane|Cleveland|OH|44185|30289038784735|Books|9400.49|Automotive|3639.31|Clothing|8702.77
816|Gisele|Boustead|205-234-6076|Stuart|0524 Manufacturers Alley|Tuscaloosa|AL|35405|3586213759573053|Shoes|4386.02|Electronics|9441.80|Garden|5790.39
817|Petey|Sollas|502-996-8040|Artisan|775 Monica Junction|Louisville|KY|40220|374283352717144|Music|855.35|Computers|3482.68|Tools|558.12
818|Dagny|Southern|704-131-4589|Gale|44 Bayside Terrace|Charlotte|NC|28299|201621881030845|Jewelry|7368.19|Toys|2063.72|Sports|9198.92
819|Mariam|Mordey|952-936-0971|Heath|5 Quincy Parkway|Young America|MN|55573|6334943234116344906|Health|1422.99|Baby|7073.24|Baby|4910.26
820|Haven|Oldaker|401-553-4909|Nova|17 Algoma Plaza|Providence|RI|02905|3543720671120708|Movies|3179.59|Baby|7947.92|Sports|6435.57
821|Morissa|Pancast|209-277-0191|2nd|009 Troy Trail|Fresno|CA|93704|201626450418404|Garden|7815.06|Outdoors|4493.92|Tools|4981.58
822|Tamara|Yegorov|202-381-3158|Clove|88037 Quincy Park|Washington|DC|20508|3585734113803267|Shoes|3789.39|Games|3344.14|Industrial|2517.88
823|Florry|Dillon|256-579-1642|Red Cloud|694 Commercial Terrace|Anniston|AL|36205|3555016775947277|Baby|6120.92|Sports|374.50|Computers|9729.70
824|Elonore|Frankton|303-457-8136|Ramsey|5850 Eastwood Drive|Aurora|CO|80044|5602235165991053|Toys|6212.70|Garden|1613.29|Music|7715.52
825|Ollie|Cottle|502-391-6723|Algoma|6122 Waubesa Alley|Louisville|KY|40220|3567735179028857|Kids|8177.11|Movies|5876.16|Books|1185.40
826|Celie|Breewood|203-873-1861|Algoma|504 Anzinger Street|Stamford|CT|06905|3559258194384312|Music|2642.16|Health|6900.13|Sports|1548.72
827|Alec|Gaskins|415-647-7163|5th|3 Lien Court|San Francisco|CA|94177|6378221039259927|Outdoors|4858.41|Grocery|851.08|Movies|7006.64
828|Carson|Dackombe|510-789-0781|Crest Line|3 Montana Drive|Berkeley|CA|94712|4041372759282|Garden|805.32|Home|8366.31|Music|6588.13
829|Binnie|Pullman|503-854-9947|Boyd|855 Colorado Court|Portland|OR|97201|3549029348300626|Music|6519.02|Beauty|3762.68|Beauty|1951.20
830|Basilius|Alasdair|281-791-0713|Park Meadow|7978 Fieldstone Hill|Pasadena|TX|77505|374288765187280|Shoes|6022.60|Sports|1314.18|Music|5663.74
831|Fabiano|Crosswaite|651-497-5953|Sage|860 Twin Pines Alley|Saint Paul|MN|55115|3538120710565343|Clothing|5957.20|Electronics|7959.67|Automotive|4504.55
832|Darlleen|Armatys|714-490-1826|Mendota|20693 Sunbrook Alley|Irvine|CA|92717|3537389130133575|Automotive|1894.32|Electronics|6685.39|Home|1085.86
833|Leeann|Kettlestringe|806-362-9741|Scott|14 Dottie Road|Amarillo|TX|79188|3576165103345194|Computers|4206.67|Grocery|2867.87|Clothing|339.20
834|Franklyn|Karpinski|202-740-2785|4th|16 Welch Center|Washington|DC|20430|5610420770337641|Books|9004.78|Games|7143.45|Sports|6084.64
835|Kally|Bolderstone|720-723-6501|Kropf|92 1st Way|Denver|CO|80204|6385626055553287|Computers|9631.08|Garden|3464.77|Health|183.04
836|Sim|McComish|516-559-1632|Twin Pines|758 Vidon Street|Hicksville|NY|11854|3531064796330254|Sports|2544.48|Jewelry|900.20|Clothing|8785.71
837|Minda|Berth|801-655-5404|Cascade|1 Farragut Lane|Provo|UT|84605|493682592077251823|Kids|1888.34|Industrial|3774.60|Toys|1099.41
838|Deeyn|Aumerle|682-988-1216|Armistice|84 Hayes Road|Fort Worth|TX|76192|5384658155890510|Games|8697.51|Sports|8481.39|Health|3232.55
839|Rosana|Silvers|303-227-2043|Clemons|7 South Terrace|Denver|CO|80270|201684718078122|Sports|7677.82|Clothing|5880.01|Tools|3178.33
840|Ewan|Huddleston|212-226-0137|Lillian|089 Red Cloud Plaza|New York City|NY|10150|3545918591776371|Clothing|3552.44|Computers|3329.43|Games|3968.64
841|Nevile|Marklin|405-779-7573|Annamark|47556 Center Crossing|Oklahoma City|OK|73135|5602234977389796|Industrial|2627.27|Toys|7810.87|Games|3064.82
842|Derrick|Baudone|713-645-2763|Doe Crossing|774 Mcbride Crossing|Houston|TX|77245|3566825775397672|Music|6588.64|Health|2985.37|Health|3919.67
843|Austen|Bowgen|402-236-6833|Eliot|906 Emmet Circle|Lincoln|NE|68510|5591483473120824|Industrial|513.88|Toys|7077.10|Health|6226.24
844|Dillie|Goudard|515-487-1819|Sugar|7 Nova Park|Des Moines|IA|50310|4026262435193501|Kids|5810.01|Computers|9353.47|Electronics|8151.11
845|Rip|Julian|916-503-8878|Calypso|5 Miller Junction|Sacramento|CA|94207|3573014587310980|Tools|8906.18|Tools|8206.43|Sports|5626.07
846|Felipe|Seabrocke|256-940-1419|Rowland|3 Myrtle Pass|Anniston|AL|36205|6333727989203757450|Health|4391.78|Tools|4799.87|Jewelry|1292.16
847|Ellary|Turton|202-233-2631|Green Ridge|4240 Miller Junction|Washington|DC|20380|201625969671024|Tools|8858.62|Kids|7538.81|Games|6563.01
848|Shaun|Blundin|202-461-7832|Havey|46 Oxford Pass|Washington|DC|20525|4041370488820192|Grocery|8596.94|Music|7847.36|Jewelry|6027.46
849|Nicholle|Bockett|205-474-4218|Steensland|4 Montana Lane|Tuscaloosa|AL|35487|3534642448089597|Music|7951.74|Electronics|1796.82|Books|5855.07
850|Wanids|Grzegorzewski|704-601-9696|Burrows|14058 Westridge Alley|Charlotte|NC|28210|5541542749034555|Shoes|2564.19|Music|2138.86|Automotive|6715.96
851|Gretta|Dearle|412-656-8924|Hallows|58666 Elka Terrace|Pittsburgh|PA|15274|3585660957926411|Automotive|8242.05|Kids|1813.24|Sports|6138.41
852|Lindsey|Nehlsen|862-355-2426|Welch|4475 Emmet Terrace|Paterson|NJ|07505|3572653591707102|Sports|3125.60|Baby|1946.62|Outdoors|3102.42
853|Ainslee|Tomaselli|435-254-6997|Ohio|331 Hanover Road|Salt Lake City|UT|84105|4913216367891918|Jewelry|497.12|Grocery|5460.92|Baby|9937.53
854|Donnie|Turner|903-435-0598|Crescent Oaks|30 Graceland Center|Longview|TX|75605|4844439649008481|Health|3888.93|Music|6988.71|Health|9512.32
855|Gerald|Tollerton|319-417-0611|Golf Course|42702 Rockefeller Lane|Cedar Rapids|IA|52410|3575720198897102|Books|760.36|Industrial|4424.27|Computers|7168.45
856|Gregorio|Minshaw|318-133-3159|Ohio|907 Mayfield Avenue|Boston|MA|02104|4911042823536136517|Electronics|2038.30|Beauty|8510.33|Industrial|4905.95
857|Perl|Wayman|951-817-3023|Center|5 Sutherland Pass|Riverside|CA|92513|4844385914101768|Clothing|8224.32|Clothing|1491.93|Garden|5969.78
858|Lucie|Blenkhorn|717-526-5698|Stoughton|217 Dapin Road|York|PA|17405|560225166566596665|Toys|9557.39|Music|7739.44|Home|4551.57
